HALTER_ID,ALTER,GESCHLECHT,STADTKREIS,STADTQUARTIER,RASSE1,RASSE1_MISCHLING,RASSE2,RASSE2_MISCHLING,RASSENTYP,GEBURTSJAHR_HUND,GESCHLECHT_HUND,HUNDEFARBE
80978,"61-70","w",9,"92","Mischling klein",,,,"K",2012,"m","tricolor"
80982,"61-70","w",10,"101","Kurzhaar Dackel",,,,"K",2013,"w","gestromt"
81001,"61-70","m",10,"101","Boxer",,,,"I",2017,"w","gestromt"
81004,"61-70","w",9,"92","Mischling klein",,,,"K",2016,"w","beige/rot"
81004,"61-70","w",9,"92","Scottish Terrier",,,,"K",2006,"m","brindle"
81004,"61-70","w",9,"92","Scottish Terrier",,,,"K",2013,"m","schwarz"
81018,"81-90","w",10,"101","Tervueren",,,,"I",2005,"w","braun"
81042,"41-50","w",2,"21","Dackel",,"Foxterrier",,"K",2011,"m","braun/weiss"
81042,"41-50","w",2,"21","Mischling klein",,,,"K",2008,"w","tricolor"
81043,"81-90","m",9,"92","Zwergpudel",,,,"K",2003,"m","braun"
81045,"61-70","w",6,"63","Zwergrauhaardackel",,,,"K",2009,"w","saufarben"
81050,"61-70","w",5,"52","Labrador Retriever",,,,"I",2009,"m","schwarz"
81050,"61-70","w",5,"52","Labrador Retriever",,,,"I",2005,"m","schwarz"
81054,"51-60","w",1,"11","Mops",,,,"K",2011,"m","schwarz"
81064,"71-80","w",8,"83","Labrador Retriever",,,,"I",2009,"w","braun"
81072,"51-60","w",7,"71","Mischling klein",,,,"K",2008,"w","braun/weiss"
81091,"61-70","w",7,"71","Labrador Retriever",,,,"I",2017,"m","schwarz"
81097,"61-70","w",7,"72","Golden Retriever",,,,"I",2013,"w","golden"
81097,"61-70","w",7,"72","Golden Retriever",,,,"I",2015,"m","weiss"
81100,"61-70","w",7,"73","Mischling klein",,,,"K",2009,"m","braun"
81100,"61-70","w",7,"73","Mischling klein",,,,"K",2011,"w","rot/braun"
81107,"71-80","w",7,"74","Deutscher Schäfer",,,,"I",2011,"m","schwarz/gelb"
81108,"51-60","w",1,"13","Phalène",,,,"K",2016,"w","tricolor"
81112,"81-90","m",7,"74","Australian Shepherd","Mischling",,,"I",2009,"m","blue/merle"
81116,"51-60","w",7,"74","Französische Bulldogge",,"Mops",,"K",2014,"w","beige/schwarz"
81132,"31-40","m",7,"73","Mischling klein",,,,"K",2010,"w","schwarz/braun"
81134,"81-90","m",7,"74","Mittelspitz",,,,"K",2009,"w","schwarz/weiss"
81139,"81-90","w",7,"74","Mops",,,,"K",2015,"m","beige"
81153,"51-60","w",8,"83","Airedale Terrier",,,,"I",2013,"w","black/tan"
81159,"71-80","m",9,"92","Airedale Terrier",,,,"I",2008,"w","schwarz/beige"
81172,"61-70","w",11,"111","Collie",,,,"I",2017,"m","sable"
81172,"61-70","w",11,"111","Collie",,,,"I",2009,"m","tricolor"
81183,"51-60","m",9,"92","Deutscher Schäfer",,,,"I",2011,"w","schwarz/gelb"
81183,"51-60","m",9,"92","Yorkshire Terrier",,,,"K",2013,"m","steelblue/tan"
81184,"61-70","w",9,"92","Italienisches Windspiel",,,,"K",2006,"w","schwarz"
81188,"51-60","m",10,"101","Jack Russel Terrier",,,,"K",2011,"w","braun/weiss"
81195,"61-70","w",10,"102","Beagle",,,,"K",2004,"m","tricolor"
81200,"81-90","m",10,"101","Toypudel",,,,"K",2002,"w","schwarz"
81212,"61-70","w",9,"92","Labrador Retriever",,,,"I",2017,"w","braun"
81218,"71-80","w",9,"91","Cairn Terrier",,,,"K",2012,"m","rot/braun"
81245,"71-80","w",8,"81","Mischling klein",,,,"K",2014,"w","schwarz"
81245,"71-80","w",8,"81","Chihuahua",,,,"K",2009,"w","rot"
81248,"71-80","m",10,"101","Deutscher Schäfer",,,,"I",2012,"m","braun/schwarz"
81251,"51-60","w",2,"24","Irish Terrier",,,,"I",2014,"w","rot/braun"
81254,"51-60","w",9,"92","Tibet Terrier",,,,"K",2004,"m","weiss/schwarz"
81281,"61-70","m",3,"33","Labrador Retriever",,,,"I",2003,"m","schwarz"
81293,"81-90","w",10,"101","Cocker Spaniel",,,,"K",2010,"w","braun/weiss"
81309,"71-80","w",10,"102","Yorkshire Terrier","Mischling",,,"K",2006,"w","schwarz/braun"
81316,"71-80","w",11,"119","Biewer Yorkshire Terrier",,,,"K",2014,"m","tricolor"
81322,"71-80","w",6,"63","Galgo Español",,,,"I",2008,"w","gestromt"
81323,"81-90","m",6,"63","Alpenländische Dachsbracke",,,,"K",2007,"m","hirschrot"
81325,"71-80","w",12,"122","Sheltie",,,,"K",2008,"w","blue/merle"
81336,"51-60","w",6,"63","Malteser",,,,"K",2010,"w","weiss"
81346,"61-70","w",7,"71","Terrier","Mischling",,,"K",2005,"w","tricolor"
81348,"71-80","w",7,"71","Golden Retriever",,,,"I",2006,"w","golden"
81352,"71-80","w",7,"71","Windspiel",,,,"I",2011,"m","steelblue"
81352,"71-80","w",7,"71","Italienisches Windspiel",,,,"K",2011,"w","schwarz/weiss"
81353,"81-90","w",6,"63","Rottweiler","Mischling",,,"I",2008,"m","schwarz/braun"
81357,"51-60","w",2,"21","Mittelpudel",,,,"K",2016,"w","schwarz"
81364,"51-60","w",3,"33","Dackel",,,,"K",2008,"w","schwarz/rot"
81366,"61-70","w",10,"101","Greyhound",,,,"I",2014,"w","schwarz"
81377,"41-50","m",6,"63","Bearded Collie",,,,"I",2010,"w","braun/weiss"
81377,"41-50","m",6,"63","Bearded Collie",,,,"I",2009,"m","blau/weiss"
81377,"41-50","m",6,"63","Bearded Collie",,,,"I",2006,"m","grau/weiss"
81381,"51-60","m",8,"81","Mischling klein",,,,"K",2016,"w","grau"
81387,"51-60","w",8,"82","Mischling gross",,,,"I",2014,"w","schwarz/braun"
81391,"81-90","w",7,"71","Lagotto Romagnolo",,,,"I",2012,"w","braun"
81392,"51-60","w",7,"71","Chow Chow",,"Labrador Retriever",,"I",2017,"w","schwarz"
81397,"51-60","w",8,"83","Bobtail",,"Bergamasker",,"I",2004,"w","grau"
81397,"51-60","w",8,"83","Bearded Collie",,,,"I",2015,"m","braun/weiss"
81399,"81-90","w",11,"119","Yorkshire Terrier",,,,"K",2016,"w","black/tan"
81403,"71-80","w",6,"63","Border Collie",,,,"I",2009,"w","tricolor"
81403,"71-80","w",6,"63","Appenzeller",,,,"I",2003,"w","schwarz/weiss/braun"
81407,"71-80","m",6,"63","Spinone",,,,"I",2002,"w","weiss"
81407,"71-80","m",6,"63","Border Collie",,,,"I",2006,"w","schwarz"
81424,"71-80","w",6,"63","Jack Russel Terrier","Mischling",,,"K",2007,"w","schwarz/braun"
81430,"61-70","w",10,"102","Bolonka Zwetna",,,,"K",2012,"w","black/tan"
81437,"71-80","w",7,"74","Dackel","Mischling",,,"K",2008,"w","braun/weiss"
81437,"71-80","w",7,"74","Mischling klein",,,,"K",2005,"w","schwarz/braun"
81438,"81-90","m",7,"71","Labrador Retriever",,,,"I",2007,"m","schwarz"
81441,"71-80","w",8,"81","Mischling klein",,,,"K",2004,"m","weiss"
81448,"71-80","w",4,"41","Rauhaar Dackel",,,,"K",2007,"w","saufarben"
81457,"41-50","w",7,"73","Beagle",,,,"K",2016,"w","tricolor"
81457,"41-50","w",7,"73","Beagle",,,,"K",2012,"w","tricolor"
81458,"71-80","w",6,"63","Berner Sennenhund",,,,"I",2008,"m","schwarz/braun/weiss"
81458,"71-80","w",6,"63","Border Terrier",,,,"K",2002,"w","red grizzle"
81458,"71-80","w",6,"63","Border Terrier",,,,"K",2015,"m","blue/tan"
81459,"81-90","w",6,"61","Cairn Terrier",,,,"K",2011,"m","braun"
81463,"61-70","w",10,"102","Mops",,,,"K",2013,"w","beige"
81468,"71-80","w",5,"51","Yorkshire Terrier",,"West Highland White Terrier",,"K",2004,"m","schwarz/braun/weiss"
81469,"61-70","w",6,"63","Jack Russel Terrier",,,,"K",2011,"m","weiss/braun"
81475,"71-80","w",7,"71","Labrador Retriever",,,,"I",2009,"w","schwarz/weiss"
81483,"51-60","w",5,"52","Labrador Retriever",,"Hovawart",,"I",2009,"w","schwarz/braun"
81502,"71-80","w",7,"72","Mischling gross",,,,"I",2015,"w","weiss/braun"
81509,"71-80","w",12,"122","Spaniel",,,,"K",2016,"m","braun/weiss"
81512,"81-90","w",7,"71","Cairn Terrier",,,,"K",2012,"w","schwarz/braun"
81514,"71-80","m",6,"63","Podenco",,,,"I",2011,"w","rehbraun"
81518,"71-80","m",2,"23","Parson Terrier",,,,"K",2010,"m","tricolor"
81523,"81-90","w",2,"21","Jack Russel Terrier",,,,"K",2012,"w","tricolor"
81528,"61-70","w",2,"21","Schweizer Sennenhund",,,,"I",2012,"w","tricolor"
81531,"71-80","w",3,"34","Bolonka Zwetna",,,,"K",2011,"w","braun/weiss/schwarz"
81531,"71-80","w",3,"34","Mischling klein",,,,"K",2004,"w","rot/schwarz"
81531,"71-80","w",3,"34","Afghane",,,,"I",2013,"w","silber"
81539,"81-90","w",2,"21","Havaneser",,"Malteser",,"K",2017,"w","weiss"
81548,"51-60","w",3,"31","Labrador Retriever",,"Flat Coated Retriever",,"I",2012,"m","schwarz"
81557,"81-90","w",2,"24","Labrador Retriever","Mischling",,,"I",2004,"w","schwarz"
81569,"91-100","w",5,"51","Mischling klein",,,,"K",2008,"m","dunkel gestromt"
81584,"51-60","m",2,"21","Spitz",,,,"K",2017,"m","weiss"
81595,"71-80","w",1,"11","Chihuahua",,,,"K",2010,"m","braun"
81598,"71-80","w",3,"31","Mischling klein",,,,"K",2014,"w","schwarz"
81599,"81-90","w",3,"31","Golden Retriever",,,,"I",2009,"w","golden"
81608,"41-50","w",11,"119","Französische Bulldogge",,,,"K",2017,"w","schwarz/braun gestromt"
81612,"51-60","w",6,"63","Border Collie",,,,"I",2008,"w","schwarz/weiss"
81614,"61-70","m",4,"41","Dachshund",,,,"K",2013,"m","schwarz/rot"
81615,"61-70","m",10,"101","Golden Retriever",,"Labrador Retriever",,"I",2013,"m","blondfarben"
81618,"71-80","w",2,"21","Zwergschnauzer",,,,"K",2008,"w","schwarz/grau"
81619,"51-60","w",8,"83","Berger Picard",,,,"I",2010,"w","fauve"
81621,"61-70","w",2,"21","West Highland White Terrier",,,,"K",2002,"w","weiss"
81623,"61-70","w",10,"101","Appenzeller",,"Border Collie",,"I",2017,"w","braun"
81631,"51-60","w",12,"121","Berner Sennenhund",,"Labrador Retriever",,"I",2012,"m","schwarz"
81638,"51-60","w",10,"101","Labrador Retriever","Mischling",,,"I",2012,"m","beige"
81640,"71-80","w",10,"101","Cairn Terrier",,,,"K",2014,"m","beige"
81641,"41-50","w",3,"31","Mischling gross",,,,"I",2016,"w","schwarz/weiss"
81645,"71-80","m",10,"101","Airedale Terrier",,,,"I",2009,"w","black/tan"
81648,"41-50","w",10,"101","Bolonka Zwetna",,,,"K",2016,"w","schwarz/weiss"
81648,"41-50","w",10,"101","Chihuahua",,,,"K",2005,"m","schwarz/weiss"
81650,"71-80","m",10,"101","Deutsche Dogge",,,,"I",2013,"m","schwarz/weiss"
81671,"51-60","w",10,"101","Mischling klein",,,,"K",2003,"w","weiss/braun"
81671,"51-60","w",10,"101","Mischling klein",,,,"K",2003,"w","braun"
81677,"51-60","w",10,"101","Mischling klein",,,,"K",2010,"w","schwarz"
81681,"41-50","w",10,"101","Sennenhund","Mischling",,,"I",2008,"w","tricolor"
81683,"71-80","w",10,"101","Chinese Crested Powderpuff",,,,"K",2011,"m","schwarz/weiss"
81696,"41-50","m",4,"4","Deutscher Pinscher",,,,"I",2010,"m","schwarz/rot"
81702,"51-60","w",11,"119","Collie",,,,"I",2011,"w","tricolor"
81702,"51-60","w",11,"119","Collie",,,,"I",2011,"w","tricolor"
81715,"71-80","w",12,"122","Altdeutscher Schäfer",,,,"I",2016,"w","schwarz"
81717,"71-80","m",12,"122","Pekingese",,,,"K",2008,"w","braun/schwarz"
81717,"71-80","m",12,"122","Pekingese",,,,"K",2010,"w","weiss/braun"
81721,"81-90","m",6,"63","Bolonka Zwetna",,,,"K",2014,"m","schwarz/braun"
81722,"61-70","w",6,"61","Beagle",,,,"K",2006,"m","tricolor"
81726,"61-70","w",11,"111","Jack Russel Terrier","Mischling",,,"K",2008,"w","weiss/braun"
81726,"61-70","w",11,"111","Mischling klein",,,,"K",2007,"m","gestromt"
81726,"61-70","w",11,"111","Dachshund","Mischling",,,"K",2012,"m","schwarz/braun"
81726,"61-70","w",11,"111","Mischling klein",,,,"K",2011,"w","tricolor"
81726,"61-70","w",11,"111","Terrier",,,,"K",2010,"w","braun"
81726,"61-70","w",11,"111","Mischling klein",,,,"K",2009,"w","braun"
81726,"61-70","w",11,"111","Mischling klein",,,,"K",2007,"w","hellbraun/weiss"
81731,"61-70","m",12,"121","Mischling klein",,,,"K",2007,"w","schwarz/weiss"
81733,"71-80","m",11,"115","Jack Russel Terrier","Mischling",,,"K",2005,"m","tricolor"
81738,"81-90","w",11,"115","Whippet",,,,"I",2012,"w","rot/braun"
81742,"71-80","w",12,"122","Chihuahua",,,,"K",2015,"w","weiss/schwarz"
81760,"51-60","w",12,"121","Shih Tzu","Mischling",,,"K",2007,"w","braun"
81764,"81-90","w",12,"122","Coton de Tulear",,,,"K",2004,"m","weiss"
81768,"71-80","m",11,"115","Rauhaar Dackel",,,,"K",2008,"m","rot"
81772,"61-70","m",11,"119","Labrador Retriever",,,,"I",2014,"w","schwarz"
81775,"81-90","w",11,"119","Zwergpudel",,,,"K",2002,"m","apricot"
81780,"51-60","m",12,"122","Mischling klein",,,,"K",2015,"m","grau/weiss"
81781,"71-80","w",12,"122","Mischling klein",,,,"K",2009,"w","weiss/schwarz"
81782,"51-60","w",11,"115","Mittelpudel",,,,"K",2006,"w","schwarz/weiss"
81789,"41-50","m",11,"111","Mischling klein",,,,"K",2013,"m","schwarz/weiss"
81810,"61-70","m",11,"111","Kleiner Münsterländer",,,,"I",2013,"w","weiss/braun"
81812,"81-90","w",11,"115","Galgo Español",,,,"I",2007,"w","beige"
81831,"71-80","w",11,"115","Mischling klein",,,,"K",2003,"w","braun/weiss"
81844,"71-80","w",11,"115","Mischling klein",,,,"K",2009,"w","braun"
81849,"51-60","w",11,"119","Azawakh",,,,"I",2008,"w","rot"
81849,"51-60","w",11,"119","Chinese Crested",,,,"K",2014,"w","weiss/orange"
81849,"51-60","w",11,"119","Chihuahua",,,,"K",2010,"m","wildfarbig"
81849,"51-60","w",11,"119","Chinese Crested",,,,"K",2017,"w","tricolor"
81872,"61-70","w",10,"102","Miniature Australien Shepard",,,,"K",2010,"m","tricolor"
81877,"71-80","w",7,"72","Mischling klein",,,,"K",2007,"w","weiss/schwarz"
81878,"71-80","w",7,"73","Zwergrauhaardackel",,,,"K",2005,"w","schwarz/braun"
81883,"71-80","m",7,"72","Beagle",,,,"K",2009,"w","tricolor"
81885,"71-80","w",7,"74","Labrador Retriever",,,,"I",2010,"m","schwarz"
81885,"71-80","w",7,"74","Labrador Retriever",,,,"I",2015,"m","gelb"
81892,"51-60","m",11,"119","American Bulldog",,,,"I",2012,"m","gestromt"
81914,"61-70","m",4,"44","Deutscher Schäfer",,,,"I",2013,"m","grau"
81918,"71-80","w",10,"101","Zwergpudel",,,,"K",2008,"m","apricot"
81973,"51-60","w",12,"121","Jack Russel Terrier",,,,"K",2016,"m","tricolor"
81986,"51-60","m",11,"119","Labrador Retriever",,,,"I",2014,"m","hellbraun"
81998,"71-80","w",10,"101","Bolonka Zwetna",,,,"K",2013,"w","braun/schwarz/weiss"
82001,"71-80","m",2,"21","Rauhaar Dackel",,,,"K",2009,"w","saufarben"
82001,"71-80","m",2,"21","Rauhaar Dackel",,,,"K",2010,"m","saufarben"
82002,"41-50","w",3,"31","Malteser",,,,"K",2013,"m","weiss"
82010,"71-80","w",7,"73","English Springer Spaniel",,,,"I",2006,"m","weiss/braun"
82011,"71-80","m",7,"74","Bergamasker",,,,"I",2004,"w","grau meliert"
82032,"61-70","w",10,"102","Labradoodle",,,,"I",2013,"w","weiss/braun"
82033,"61-70","w",10,"102","Pudel","Mischling",,,"K",2008,"m","schwarz"
82033,"61-70","w",10,"102","Pudel","Mischling",,,"K",2008,"w","schwarz"
82052,"41-50","w",1,"11","Manchester Terrier",,,,"K",2008,"m","black/tan"
82053,"71-80","w",11,"111","Rauhaar Dackel",,,,"K",2005,"m","schwarz/braun"
82063,"71-80","w",11,"111","Mops",,,,"K",2005,"w","beige"
82063,"71-80","w",11,"111","Mops",,,,"K",2008,"m","beige"
82063,"71-80","w",11,"111","Mops",,,,"K",2009,"w","beige"
82064,"61-70","m",3,"31","Labrador Retriever",,,,"I",2011,"m","schwarz"
82068,"71-80","w",9,"92","Pudel",,,,"K",2010,"w","schwarz/weiss"
82080,"61-70","m",10,"101","Dachshund",,,,"K",2009,"w","saufarben"
82081,"61-70","m",2,"23","Podenco",,,,"I",2010,"w","schwarz/weiss"
82081,"61-70","m",2,"23","Galgo Español",,,,"I",2014,"m","weiss/schwarz"
82091,"51-60","m",7,"72","Irish Terrier",,,,"I",2005,"w","rot"
82099,"71-80","w",3,"31","Tervueren",,,,"I",2006,"w","grau/schwarz"
82110,"61-70","w",9,"91","Riesenschnauzer",,,,"I",2007,"m","pfeffer/salz"
82112,"71-80","m",9,"91","Cocker Spaniel",,,,"K",2016,"w","rot"
82113,"51-60","w",9,"91","Chihuahua",,"Französische Bulldogge",,"K",2017,"w","schwarz/weiss"
82127,"61-70","m",7,"72","Jack Russel Terrier",,,,"K",2001,"m","tricolor"
82128,"31-40","m",9,"92","Chihuahua",,,,"K",2010,"m","zimt"
82131,"51-60","w",9,"92","Zwergpudel",,,,"K",2017,"w","schwarz"
82135,"61-70","m",9,"92","Zwergpudel",,,,"K",2003,"m","schwarz"
82136,"61-70","m",8,"81","Collie",,,,"I",2006,"w","sable"
82142,"91-100","w",3,"34","Pudel",,,,"K",2010,"m","apricot"
82147,"61-70","w",2,"23","Jack Russel Terrier",,,,"K",2013,"w","tricolor"
82151,"71-80","w",9,"92","Collie",,,,"I",2010,"w","tricolor"
82162,"51-60","m",9,"92","Flat Coated Retriever",,,,"I",2009,"m","schwarz"
82167,"61-70","w",9,"92","Pudel",,,,"K",2011,"w","apricot"
82180,"61-70","w",7,"73","Rauhaar Dackel",,,,"K",2006,"w","rot/braun"
82188,"71-80","w",8,"81","Chihuahua",,,,"K",2011,"w","rot/beige"
82190,"61-70","w",10,"101","Mischling klein",,,,"K",2005,"m","weiss/braun"
82190,"61-70","w",10,"101","Mischling klein",,,,"K",2009,"m","beige"
82195,"71-80","w",7,"74","Biewer Yorkshire Terrier",,,,"K",2016,"m","schwarz/weiss"
82196,"61-70","w",7,"72","Mischling gross",,,,"I",2015,"m","hellbraun"
82204,"31-40","w",8,"81","Terrier","Mischling",,,"K",2013,"w","beige"
82217,"71-80","m",2,"23","Bearded Collie",,,,"I",2007,"m","schwarz/weiss"
82240,"71-80","w",10,"101","Dachshund",,,,"K",2007,"m","saufarben"
82261,"51-60","w",10,"101","Chow Chow",,,,"I",2007,"m","rot"
82262,"81-90","m",10,"101","Kleinspitz",,,,"K",2017,"m","weiss/schwarz"
82271,"51-60","w",10,"101","Border Collie",,,,"I",2010,"w","schwarz/weiss"
82275,"51-60","w",7,"73","Appenzeller Sennenhund","Mischling",,,"I",2013,"w","tricolor"
82281,"81-90","w",5,"52","Pudel",,,,"K",2015,"w","harlekin"
82284,"81-90","w",2,"24","Zwergpudel",,,,"K",2004,"m","braun/weiss"
82300,"71-80","w",10,"101","Pekingese",,,,"K",2008,"w","braun/weiss/schwarz"
82301,"71-80","m",7,"71","Irish Soft Coated Wheaten Terrier",,,,"I",2012,"m","weizen"
82306,"51-60","m",3,"33","Yorkshire Terrier",,,,"K",2003,"m","blue/steel"
82312,"51-60","w",10,"101","Labrador Retriever",,,,"I",2006,"w","gelb"
82313,"71-80","w",10,"101","Parson Jack Russell Terrier",,,,"K",2010,"w","tricolor"
82323,"61-70","w",9,"91","Jack Russel Terrier",,,,"K",2002,"m","braun/weiss"
82329,"61-70","w",11,"115","Dackel",,,,"K",2009,"m","braun"
82330,"61-70","m",11,"119","Katalanischer Schäferhund",,,,"I",2010,"w","sable"
82334,"61-70","m",11,"115","Entlebucher Sennenhund",,,,"I",2010,"m","tricolor"
82338,"51-60","w",11,"115","Islandhund",,,,"K",2014,"m","grau/beige"
82341,"81-90","w",11,"115","Yorkshire Terrier",,,,"K",2008,"m","blue/tan"
82360,"51-60","m",11,"115","Pomeranian",,,,"K",2017,"w","creme"
82369,"61-70","m",2,"24","Mischling klein",,,,"K",2004,"w","schwarz/braun"
82370,"41-50","w",2,"21","Border Collie",,"Appenzeller Sennenhund",,"I",2014,"w","schwarz/braun/weiss"
82380,"61-70","w",7,"71","Berner Sennenhund",,,,"I",2015,"m","tricolor"
82387,"61-70","m",11,"115","Havaneser",,,,"K",2009,"m","weiss"
82398,"51-60","w",11,"111","Maremmano",,"Bergamasker",,"I",2005,"w","braun"
82414,"51-60","w",11,"119","Jack Russel Terrier",,,,"K",2014,"m","tricolor"
82414,"51-60","w",11,"119","Border Collie",,"Schäfer",,"I",2006,"w","schwarz/weiss"
82419,"51-60","w",7,"72","Cairn Terrier",,,,"K",2006,"w","braun/schwarz"
82435,"71-80","w",7,"73","Jack Russel Terrier",,,,"K",2004,"w","weiss/beige"
82444,"61-70","w",3,"33","Schäfer","Mischling",,,"I",2010,"m","rotbraun/weiss"
82450,"71-80","w",7,"74","Mischling klein",,,,"K",2008,"w","braun"
82450,"71-80","w",7,"74","Mischling klein",,,,"K",2005,"w","braun/weiss"
82452,"61-70","w",10,"102","Dachshund",,,,"K",2006,"w","schwarz/rot"
82452,"61-70","w",10,"102","Dachshund",,,,"K",2010,"w","schwarz/rot"
82452,"61-70","w",10,"102","Dachshund",,,,"K",2005,"w","schwarz/rot"
82452,"61-70","w",10,"102","Dachshund",,,,"K",2008,"m","braun"
82452,"61-70","w",10,"102","Dachshund",,,,"K",2005,"w","rot"
82452,"61-70","w",10,"102","Dachshund",,,,"K",2009,"m","rot"
82452,"61-70","w",10,"102","Dachshund",,,,"K",2009,"w","schwarz/grau"
82452,"61-70","w",10,"102","Dachshund",,,,"K",2006,"w","rot/braun"
82468,"71-80","w",1,"14","Mischling gross",,,,"I",2010,"w","schwarz"
82473,"61-70","w",1,"13","Papillon",,,,"K",2010,"w","tricolor"
82473,"61-70","w",1,"13","Papillon",,,,"K",2011,"m","tricolor"
82474,"71-80","w",3,"31","Kromfohrländer",,,,"I",2004,"w","weiss/braun"
82478,"61-70","m",9,"92","Schäfer",,,,"I",2005,"m","weiss"
82486,"61-70","m",6,"63","Bergamasker",,"Border Collie",,"I",2016,"w","tricolor"
82498,"61-70","w",7,"74","Border Collie",,,,"I",2006,"w","grau/weiss/schwarz"
82500,"61-70","m",7,"71","Boxer",,,,"I",2007,"w","schwarz/braun"
82506,"51-60","w",4,"44","Pekingese",,,,"K",2015,"m","tricolor"
82506,"51-60","w",4,"44","Havaneser",,,,"K",2008,"w","braun/weiss"
82508,"61-70","w",8,"81","Beagle",,,,"K",2011,"m","tricolor"
82509,"51-60","w",7,"72","Rottweiler",,,,"I",2009,"w","schwarz/braun"
82509,"51-60","w",7,"72","Boxer",,"Labrador Retriever",,"I",2012,"m","schwarz/weiss"
82510,"61-70","w",9,"91","West Highland White Terrier",,,,"K",2009,"m","weiss"
82512,"61-70","w",6,"63","Bichon frisé",,,,"K",2014,"m","weiss"
82518,"61-70","m",9,"92","Setter","Mischling",,,"I",2007,"m","weiss/braun"
82527,"71-80","w",2,"21","Rauhaar Dackel",,,,"K",2011,"w","saufarben"
82527,"71-80","w",2,"21","Rauhaar Dackel",,,,"K",2015,"w","schwarz/rot"
82538,"61-70","w",7,"71","Dachshund",,,,"K",2004,"m","braun"
82543,"81-90","m",9,"92","Beagle","Mischling",,,"K",2010,"w","tricolor"
82545,"71-80","w",7,"71","Zwergschnauzer",,,,"K",2008,"w","schwarz/weiss"
82551,"71-80","w",7,"74","Mischling gross",,,,"I",2010,"w","grau meliert"
82553,"51-60","w",7,"71","Deutscher Schäfer",,,,"I",2017,"m","schwarz/braun"
82558,"51-60","w",7,"71","Labrador Retriever",,,,"I",2012,"m","beige"
82561,"61-70","w",7,"71","Yorkshire Terrier",,,,"K",2009,"w","blue/tan"
82567,"61-70","w",7,"71","Papillon",,,,"K",2004,"m","weiss/braun"
82572,"81-90","w",7,"74","Rauhaar Dackel",,,,"K",2002,"m","saufarben"
82574,"81-90","w",10,"101","Griffon",,,,"I",2007,"w","goldbraun"
82579,"71-80","w",7,"74","Cocker Spaniel",,,,"K",2008,"m","braun/weiss"
82580,"71-80","w",7,"71","Lagotto Romagnolo",,,,"I",2008,"m","beige"
82581,"71-80","w",7,"72","Tibet Terrier",,,,"K",2009,"w","beige/schwarz"
82588,"71-80","w",6,"63","Appenzeller Sennenhund",,,,"I",2009,"w","tricolor"
82606,"71-80","w",7,"73","Bergamasker",,"Labrador Retriever",,"I",2008,"m","grau/schwarz"
82620,"61-70","w",7,"72","Yorkshire Terrier",,,,"K",2010,"w","schwarz/braun"
82622,"51-60","w",2,"21","Mischling klein",,,,"K",2008,"w","weiss/braun"
82623,"91-100","w",8,"83","Cocker Spaniel",,,,"K",2006,"w","schwarz"
82626,"61-70","w",7,"71","Border Terrier",,,,"K",2013,"m","red grizzle"
82631,"51-60","w",9,"92","Jack Russel Terrier","Mischling",,,"K",2008,"m","weiss/schwarz"
82636,"81-90","w",10,"102","Mischling klein",,,,"K",2010,"m","schwarz/weiss"
82640,"71-80","w",9,"92","Dackel",,,,"K",2010,"m","schwarz"
82646,"61-70","m",11,"115","Toypudel",,,,"K",2005,"w","apricot"
82653,"71-80","m",5,"52","Jack Russel Terrier",,,,"K",2006,"m","braun/weiss"
82653,"71-80","m",5,"52","Border Collie",,"Entlebucher",,"I",2016,"m","tricolor"
82655,"61-70","w",7,"74","Malteser","Mischling",,,"K",2010,"w","weiss/grau"
82655,"61-70","w",7,"74","Mischling klein",,,,"K",2011,"m","schwarz/braun"
82655,"61-70","w",7,"74","Mischling klein",,,,"K",2007,"w","grau"
82661,"71-80","m",7,"74","Labrador Retriever",,,,"I",2016,"w","gelb"
82662,"51-60","w",7,"74","Tibet Terrier",,,,"K",2005,"w","zobel"
82662,"51-60","w",7,"74","Tibet Terrier",,,,"K",2003,"w","schwarz/weiss"
82668,"71-80","w",5,"52","Norwich Terrier",,,,"K",2011,"w","rot"
82671,"51-60","w",7,"74","Continental Bulldog",,,,"I",2010,"w","schwarz/weiss"
82671,"51-60","w",7,"74","Continental Bulldog",,,,"I",2014,"w","rot/weiss"
82671,"51-60","w",7,"74","Continental Bulldog",,,,"I",2009,"m","rotbraun/weiss"
82671,"51-60","w",7,"74","Continental Bulldog",,,,"I",2012,"w","gestromt"
82671,"51-60","w",7,"74","Continental Bulldog",,,,"I",2016,"w","schwarz/weiss"
82671,"51-60","w",7,"74","Continental Bulldog",,,,"I",2016,"w","schwarz/braun"
82671,"51-60","w",7,"74","Continental Bulldog",,,,"I",2016,"w","schwarz/weiss"
82671,"51-60","w",7,"74","Continental Bulldog",,,,"I",2017,"m","rot/weiss"
